Strain,Metformin_mM,AUC_mean,AUC_sd,AUC_median,AUC_se,number_elements
NT12089,0,12.780533333333333,1.2220023499704629,12.6091,0.7055233857058021,3
NT12089,50,7.591433333333334,0.3539605392318944,7.636,0.20435921260803935,3
NT12089,100,2.5687333333333333,0.7144846137834833,2.3411,0.4125078840997399,3
NT12089,200,0.0549,0.03729034727647357,0.0448,0.021529592038246642,3
NT12090,0,13.742366666666667,0.22884897494490397,13.8455,0.13212601728821025,3
NT12090,50,8.085833333333333,0.3714543893041691,7.8952,0.21445929165643007,3
NT12090,100,4.850333333333333,0.5193425106163886,4.9096,0.29984253830598806,3
NT12090,200,0.062366666666666674,0.061610821560285446,0.0637,0.0355710244128248,3
NT12091,0,8.7471,2.341957580743084,7.4205,1.3521298396727044,3
NT12091,50,6.109566666666667,0.7484384566103839,5.6932,0.4321111443958732,3
NT12091,100,4.511866666666667,0.8448727734596101,4.421,0.48778752318789165,3
NT12091,200,0.022699999999999998,0.020373757630834818,0.0287,0.011762794452566675,3
NT12092,0,12.625466666666666,1.064973306394735,13.1308,0.6148626251267661,3
NT12092,50,7.983633333333334,1.048249418475075,7.9108,0.6052070839344532,3
NT12092,100,4.8282,0.48410424497209276,4.8166,0.2794977161504783,3
NT12092,200,0.04483333333333333,0.021896194494325567,0.033,0.012641773785527268,3
NT12093,0,12.160566666666666,0.8278283417069824,12.4832,0.4779469159273278,3
NT12093,50,6.071166666666667,0.6713511177717169,6.2227,0.3876047485662569,3
NT12093,100,3.769566666666667,0.9642831344233567,3.942,0.5567291272343411,3
NT12093,200,0.04723333333333333,0.0415781593307512,0.0634,0.024005161482018356,3
NT12094,0,9.076733333333333,1.8322663789234723,9.9624,1.0578594870985676,3
NT12094,50,5.8705,0.6796026706833925,6.2168,0.3923687848610453,3
NT12094,100,3.4053333333333335,0.2294954102663782,3.3944,0.13249923689507706,3
NT12094,200,0.05223333333333333,0.04666458328682828,0.0594,0.02694180972227202,3
NT12095,0,12.868733333333333,0.8462073642632363,12.5471,0.4885580495476232,3
NT12095,50,8.0855,0.7385701117700335,8.3556,0.4264136528458409,3
NT12095,100,4.805133333333333,1.160363000674071,4.2554,0.6699358907968569,3
NT12095,200,0.06796666666666666,0.0036828431046317107,0.0662,0.0021262904578422752,3
NT12096,0,9.332633333333334,2.7579291403756794,10.4258,1.5922911316018118,3
NT12096,50,7.544666666666667,0.21362587234071964,7.5362,0.12333695490178312,3
NT12096,100,4.6113333333333335,0.268901847024771,4.6637,0.1552505537653391,3
NT12096,200,0.045733333333333334,0.03969147683487392,0.066,0.022915884835148257,3
NT12097,0,12.408066666666667,1.097092787020921,12.0869,0.6334068159125256,3
NT12097,50,7.9567000000000005,0.8372036848939453,8.0638,0.4833597728400659,3
NT12097,100,4.089833333333333,1.3348387705387244,4.695,0.7706695234952816,3
NT12097,200,0.05123333333333333,0.04675685333010909,0.0621,0.02699508185659833,3
NT12098,0,12.8317,0.7743976562464535,12.89,0.4470986952937052,3
NT12098,50,6.725099999999999,0.43201815934055376,6.5596,0.24942580059007538,3
NT12098,100,3.0208666666666666,0.31665221195079846,3.0195,0.18281923980928394,3
NT12098,200,0.04356666666666666,0.03773013826284411,0.0652,0.02178350548261485,3
NT12099,0,11.277666666666667,0.6734531188830688,11.3398,0.38881833947373284,3
NT12099,50,5.6664,0.8339669837589496,5.7308,0.48149106256848984,3
NT12099,100,2.677433333333333,1.1817383142359958,2.0235,0.6822769338358468,3
NT12099,200,0.0252,0.03738502373946016,0.007,0.021584253519637876,3
NT12100,0,11.529433333333333,2.3324551535524396,11.1071,1.346643610776231,3
NT12100,50,5.517633333333333,0.3186111161484066,5.4468,0.18395021367508968,3
NT12100,100,2.1192666666666664,1.1965183046378074,1.6362,0.6908101652729528,3
NT12100,200,0.0241,0.023451439188245996,0.0173,0.013539694728217965,3
NT12101,0,11.207033333333333,0.6852789310443838,11.3831,0.39564597530845397,3
NT12101,50,6.980366666666667,0.8249860019014463,6.6849,0.47630589027547315,3
NT12101,100,4.5044,1.650954236191906,5.4447,0.95317887268515,3
NT12101,200,0.37646666666666667,0.28511692922962906,0.4179,0.16461233584124582,3
NT12102,0,11.254033333333334,1.6524805303946348,10.5431,0.9540600790539581,3
NT12102,50,7.252933333333333,0.24788080468913565,7.3412,0.1431140493142135,3
NT12102,100,4.923066666666666,0.5252797381713228,5.1525,0.3032703982330694,3
NT12102,200,0.2084,0.23870942587170701,0.0782,0.13781895128513108,3
NT12103,0,10.717966666666666,0.9130505261667253,10.5537,0.5271499670660883,3
NT12103,50,7.023000000000001,0.7221291851185632,7.3486,0.41692147941788754,3
NT12103,100,4.487933333333333,1.2883230042707974,4.0833,0.7438136333189322,3
NT12103,200,0.0747,0.07490080106380705,0.0743,0.04324399765670761,3
NT12104,0,11.854099999999999,1.5551077261720487,11.3949,0.8978418643242992,3
NT12104,50,7.8718,1.4329569881891082,8.3429,0.8273181028681371,3
NT12104,100,8.572666666666667,1.3600247105598238,9.3288,0.7852106327462571,3
NT12104,200,5.755566666666667,1.4704366199647414,6.5431,0.8489569783629269,3
NT12105,0,12.280233333333333,0.6420958599253958,12.2233,0.3707142175734715,3
NT12105,50,5.837666666666666,0.7401509463165828,5.8363,0.4273263480968354,3
NT12105,100,2.527233333333333,1.1505621510085116,2.9782,0.664277367604159,3
NT12105,200,0.0271,0.024187393410617854,0.0348,0.0139645980966156,3
NT12106,0,12.6412,0.6826093172525555,12.4904,0.39410467306710956,3
NT12106,50,7.343266666666667,0.3093434068043691,7.2566,0.17859949919053844,3
NT12106,100,1.19,0.9546685864738611,1.5659,0.5511781653875633,3
NT12106,200,0.03843333333333333,0.027564530348499195,0.0512,0.01591438901679162,3
NT12107,0,10.523066666666667,2.1538179712625056,9.727,1.2435073854938614,3
NT12107,50,5.9201,0.4116398790204855,5.9924,0.2376603949616623,3
NT12107,100,1.9401666666666666,0.26310283794237826,1.9832,0.15190249431058658,3
NT12107,200,0.0482,0.04103181692296845,0.0673,0.023689730545815278,3
NT12108,0,10.602400000000001,1.7582296692980697,10.0492,1.0151143728664274,3
NT12108,50,6.832966666666667,2.950635554136318,7.0111,1.7035502314610838,3
NT12108,100,2.826833333333333,1.0842348285004193,3.0189,0.6259832700994848,3
NT12108,200,0.039466666666666664,0.03358188996071146,0.0429,0.019388513208713154,3
NT12109,0,11.484266666666667,1.4062749956297076,11.8974,0.8119132472814515,3
NT12109,50,8.7676,0.6661341381433619,8.5261,0.38459272397346933,3
NT12109,100,4.5456,0.6001890035647106,4.4044,0.34651928277273897,3
NT12109,200,0.06653333333333333,0.013009355607920525,0.0651,0.007510954962216483,3
NT12110,0,6.031133333333333,0.7049477309228912,5.7789,0.40700176221294715,3
NT12110,50,4.9149,0.6123967913044617,4.8698,0.353567452310494,3
NT12110,100,3.9599333333333333,0.10550025276431008,3.9602,0.06091059933304799,3
NT12110,200,0.017499999999999998,0.018338756773565647,0.0149,0.0105878861598212,3
NT12111,0,10.7959,0.5800718834765217,10.9602,0.3349046580745031,3
NT12111,50,5.540966666666667,0.5343475866262832,5.8343,0.3085057229795115,3
NT12111,100,0.3536333333333333,0.2151834643585174,0.386,0.12423623107254628,3
NT12111,200,0.015366666666666667,0.02661584740964175,0,0.015366666666666669,3
NT12112,0,10.026566666666666,1.9967488808894656,10.1715,1.152823503885617,3
NT12112,50,5.4424,0.124395297338766,5.4267,0.0718196584044601,3
NT12112,100,1.1777666666666666,0.5310357269839133,1.0852,0.306593619923471,3
NT12112,200,0.0054,0.006828616258071615,0.0025,0.003942503434790303,3
NT12113,0,11.234833333333333,1.9719177374660777,11.7073,1.1384872365458378,3
NT12113,50,5.0357,1.515733825577565,4.1783,0.8751093322170285,3
NT12113,100,3.2397333333333336,1.2518193413321803,2.8688,0.7227382336949144,3
NT12113,200,0.10573333333333333,0.05691830402720494,0.0864,0.032861798151923735,3
NT12114,0,11.3804,1.3600057683701197,11.7469,0.7851996964679324,3
NT12114,50,6.671566666666667,2.2384457137338245,6.5303,1.2923672353905877,3
NT12114,100,4.947266666666667,3.623436514323569,3.4244,2.091992046936232,3
NT12114,200,2.471733333333334,4.1373052030679744,0.1533,2.3886742727109347,3
NT12115,0,13.175933333333333,0.771553150037853,13.1294,0.44545641886845816,3
NT12115,50,7.2425,0.33119738827472667,7.3655,0.19121690127531446,3
NT12115,100,3.6388000000000003,0.896579522407243,3.5718,0.5176404286117279,3
NT12115,200,0.07813333333333333,0.07725285323749106,0.0789,0.04460195561233212,3
NT12116,0,12.664366666666666,1.1429676825410826,12.0219,0.6598926991901368,3
NT12116,50,5.113466666666667,0.20687581621188444,5.2191,0.11943980817875503,3
NT12116,100,0.9677333333333333,1.2336300350321134,0.4148,0.7122366328061982,3
NT12116,200,0.05076666666666667,0.016105071664954902,0.0581,0.009298267461079928,3
NT12117,0,10.426366666666667,0.680023568219024,10.4465,0.39261179016654335,3
NT12117,50,6.9967,0.36371509454516726,6.84,0.20999100774398252,3
NT12117,100,5.116666666666667,0.653541080065617,5.2421,0.37732211850236275,3
NT12117,200,1.6500333333333332,0.47522740170715455,1.7517,0.2743726683019121,3
NT12118,0,14.556866666666666,5.20936069142206,13.5168,3.0076257974983815,3
NT12118,50,6.524633333333333,0.7742546437273291,6.9079,0.44701612697729126,3
NT12118,100,2.3627333333333334,0.5757028776489947,2.5308,0.33238221138388935,3
NT12118,200,0.04633333333333333,0.031638952785029616,0.0645,0.01826675790731471,3
NT12119,0,12.100133333333334,1.3892577022760515,12.4254,0.8020883083828394,3
NT12119,50,7.433133333333333,1.3634254080562436,8.0789,0.7871740263612477,3
NT12119,100,5.0927999999999995,0.5749908173179815,5.1046,0.3319711031600996,3
NT12119,200,0.8696333333333334,0.799984401931271,0.8782,0.4618712098025211,3
NT12120,0,12.778066666666666,1.4212126523970061,13.2476,0.8205375074371135,3
NT12120,50,8.3263,1.2862195885617664,8.6722,0.7425992256931055,3
NT12120,100,4.824466666666667,0.8793291154814179,4.5072,0.5076809015294722,3
NT12120,200,0.5042,0.8037627324030394,0.0641,0.46405262991748397,3
NT12121,0,10.911233333333334,0.58113709512759,10.6964,0.3355196583079913,3
NT12121,50,8.344766666666667,0.9654300406209313,8.4544,0.5573912938362461,3
NT12121,100,4.513833333333333,1.281130521583704,5.1481,0.7396610515033972,3
NT12121,200,0.04903333333333333,0.046325083198342276,0.0543,0.026745799254794724,3
NT12122,0,11.183866666666667,0.903965891686923,11.4482,0.521904950903685,3
NT12122,50,3.2947333333333333,0.7864751256926907,3.0044,0.45407162552961977,3
NT12122,100,0.3802,0.08989393750414984,0.3286,0.05190028901653631,3
NT12122,200,0.0276,0.04310556808580534,0.0051,0.024887011337911456,3
NT12123,0,10.142133333333334,1.6651243477090034,10.7124,0.9613599903839932,3
NT12123,50,5.022766666666667,0.8526063824141437,5.4291,0.4922525243995989,3
NT12123,100,1.5357,1.0525717125212897,1.8286,0.607702561565552,3
NT12123,200,0.03936666666666667,0.03550568029672623,0.0475,0.020499214077075684,3
NT12124,0,9.6053,3.401136805540172,9.8496,1.9636472502293623,3
NT12124,50,4.448333333333333,1.2577523378365603,4.3654,0.7261636508238193,3
NT12124,100,2.5382333333333333,1.7085913301118363,2.3189,0.9864556643751294,3
NT12124,200,0.13140000000000002,0.07049191442995431,0.124,0.040698525771826186,3
NT12125,0,12.005333333333333,0.8736360474095232,12.2695,0.5043940071456489,3
NT12125,50,5.789166666666667,0.12679401931216375,5.8112,0.07320456118151235,3
NT12125,100,2.035833333333333,0.8190955764337478,2.1864,0.472905051546056,3
NT12125,200,0.03203333333333334,0.0359056170164688,0.0251,0.02073011764987787,3
NT12126,0,11.393166666666666,0.8723750588670752,11.0859,0.5036659750712216,3
NT12126,50,6.956033333333333,0.44304449362714526,6.9274,0.2557918576586138,3
NT12126,100,1.3023333333333333,1.175576051701179,1.3726,0.6787191499025532,3
NT12126,200,0.026166666666666664,0.04360141435014847,0.002,0.025173288312106634,3
NT12127,0,10.249666666666666,0.33415471466572655,10.1708,0.19292431446323982,3
NT12127,50,6.761633333333333,0.6101600964774193,6.5068,0.3522760959500061,3
NT12127,100,3.5795,1.294171468546576,3.2632,0.7471902457428989,3
NT12127,200,0.051333333333333335,0.025447658700425337,0.0645,0.014692212600936292,3
NT12128,0,12.291166666666667,1.5007123186451603,13.1409,0.8664366611459707,3
NT12128,50,6.544666666666666,0.6229438364197315,6.3735,0.3596567916469502,3
NT12128,100,2.624433333333333,0.7071041672436484,2.9998,0.4082467813032266,3
NT12128,200,0.09423333333333334,0.047129856071638214,0.0717,0.027210435089828643,3
NT12129,0,9.673533333333333,1.1887023358828455,9.1063,0.6862976136082978,3
NT12129,50,6.3354333333333335,1.7751280808249674,5.6017,1.0248706753103587,3
NT12129,100,6.068866666666667,1.3810633596375412,5.4135,0.7973573024546634,3
NT12129,200,4.736033333333333,0.4859931000881938,4.8423,0.28058824716021946,3
NT12130,0,11.806066666666666,0.8987269347990711,11.2937,0.518880237734211,3
NT12130,50,9.176333333333334,1.2675043563370236,8.5614,0.731793981330204,3
NT12130,100,8.042033333333334,1.9097416195216914,8.4951,1.1025898381134804,3
NT12130,200,5.546866666666666,1.2043169862346594,5.078,0.6953127361922194,3
NT12131,0,12.600633333333334,0.7515636788279045,12.1759,0.43391549228443616,3
NT12131,50,6.208666666666667,0.8130595324656943,6.1203,0.4694201399362599,3
NT12131,100,3.0953666666666666,1.1594331991681683,3.7568,0.669399069647131,3
NT12131,200,0.15613333333333335,0.17353162055756102,0.064,0.10018852784181986,3
NT12132,0,7.5536666666666665,0.6365733998003159,7.4916,0.36752582373366766,3
NT12132,50,3.490933333333333,1.1906782030982734,4.0851,0.687438381077008,3
NT12132,100,0.057800000000000004,0.00731231837381278,0.0589,0.004221768981521055,3
NT12132,200,0.019266666666666668,0.03182472833086456,0.0018,0.018374015468711365,3
NT12133,0,12.0594,1.098464933441209,12.3069,0.6341990250176465,3
NT12133,50,6.9315,0.7923302404931923,7.3624,0.45745207763582557,3
NT12133,100,3.300266666666667,1.5692411233884147,3.674,0.906001785011732,3
NT12133,200,0.0053,0.0078102496759066544,0.0013,0.004509249752822894,3
NT12134,0,8.5226,2.798818693663454,9.445,1.615898726199552,3
NT12134,50,5.6517333333333335,1.7446862879421425,5.5729,1.007295097994845,3
NT12134,100,1.7952666666666668,3.0083807294512,0.0738,1.7368894239735333,3
NT12134,200,0.03666666666666667,0.03167433240548778,0.0507,0.01828718434071006,3
NT12135,0,12.414133333333332,1.408094600278452,12.555,0.8129637965152228,3
NT12135,50,6.987333333333333,0.6157295050047003,7.1872,0.35549159546245873,3
NT12135,100,1.9894,0.32152043480936005,1.9016,0.18562990958714956,3
NT12135,200,0.18956666666666666,0.1074009931673508,0.2151,0.062007992316403145,3
NT12136,0,8.93,1.9573945718735406,9.3491,1.130102282981501,3
NT12136,50,7.650033333333333,0.820105617181917,7.8514,0.473488198843904,3
NT12136,100,4.119133333333333,1.6642437812211688,4.9944,0.9608515950852025,3
NT12136,200,0.055966666666666665,0.03545734526629614,0.0568,0.02047130783424558,3
NT12137,0,10.887466666666667,2.1914257489893036,12.0566,1.2652202460880517,3
NT12137,50,7.474366666666667,1.3483234379529763,7.1717,0.7784548998568326,3
NT12137,100,3.179933333333333,0.5013742747023756,3.0927,0.28946857246416996,3
NT12137,200,2.5630333333333333,0.7225593009112354,2.7573,0.4171698068865696,3
NT12138,0,8.897499999999999,0.5745217750442534,8.7313,0.33170030147710133,3
NT12138,50,7.593766666666667,3.2417115422772174,6.2876,1.8716030315688685,3
NT12138,100,2.701233333333333,1.4501946294664496,2.4023,0.8372702596998043,3
NT12138,200,0.07323333333333333,0.06875495133685525,0.0833,0.039695689662453,3
NT12139,0,10.5687,1.6100592442515897,10.5624,0.9295681380799008,3
NT12139,50,6.3343,0.9150243494027903,6.4369,0.5282895544427632,3
NT12139,100,3.187666666666667,0.6016630646244902,3.3104,0.3473703323224046,3
NT12139,200,0.5233,0.3180870792723276,0.4208,0.1836476608436202,3
NT12140,0,11.255,0.5073118271832426,10.9783,0.2928966199873261,3
NT12140,50,7.376666666666667,0.33804782699099456,7.184,0.19517200391221876,3
NT12140,100,4.555833333333333,0.1396089658056865,4.6149,0.08060327398919837,3
NT12140,200,3.708733333333333,0.6212266762892055,3.5239,0.3586653887833493,3
NT12141,0,10.364866666666666,1.0105959743306594,9.9134,0.5834678578217584,3
NT12141,50,6.3580000000000005,0.3802858398625958,6.4156,0.2195581320136726,3
NT12141,100,5.568533333333334,0.9232159082973677,5.5296,0.5330189531756301,3
NT12141,200,4.8835,0.22815021367511384,4.8323,0.13172258728099762,3
NT12142,0,10.1796,2.7818156085549592,11.1384,1.6060819904351085,3
NT12142,50,8.634599999999999,2.4549258909384615,9.7922,1.4173521239739026,3
NT12142,100,7.253299999999999,3.5174654127652767,8.949,2.0308096029252307,3
NT12142,200,5.344233333333333,1.2850127094053714,5.4846,0.7419024336872816,3
NT12143,0,12.692,0.9995522847755393,12.5093,0.5770917806842631,3
NT12143,50,10.478933333333332,0.663450648754927,10.1077,0.383043410652689,3
NT12143,100,9.922266666666667,0.7861579124662764,9.7992,0.453888482387959,3
NT12143,200,7.5164,1.1377761071493815,8.0517,0.6568953417402199,3
NT12144,0,11.2317,1.4547507449731722,10.6938,0.8399007342140696,3
NT12144,50,6.588733333333333,0.38902185457032257,6.4897,0.2246018724568232,3
NT12144,100,2.8210333333333333,0.43549840795728895,2.77,0.25143512306579424,3
NT12144,200,0.03316666666666667,0.0393868421345674,0.0228,0.022740003908921783,3
NT12145,0,12.2367,0.6389744674085189,12.0846,0.36891208076360615,3
NT12145,50,7.412866666666667,0.9004643043082459,7.3963,0.5198833084880149,3
NT12145,100,1.2098,0.8750735911910494,1.3781,0.5052239734348849,3
NT12145,200,0.023366666666666668,0.028628016580499134,0.0148,0.016528393079116247,3
NT12146,0,11.950433333333333,0.41435450200683627,11.8995,0.23922768327358027,3
NT12146,50,5.797,0.3860223827707402,5.6646,0.2228701266059076,3
NT12146,100,1.9664000000000001,1.1119386493867365,1.993,0.6419780785457813,3
NT12146,200,0.04006666666666667,0.0340270970453451,0.0585,0.019645553638871514,3
NT12147,0,11.149666666666667,1.278751368849056,10.5811,0.7382874470316049,3
NT12147,50,5.529866666666667,1.8935893861482573,4.9706,1.0932643418273147,3
NT12147,100,3.3392999999999997,1.1460342795920198,2.9244,0.6616631998229915,3
NT12147,200,0.08016666666666666,0.0638838268526028,0.117,0.03688334463021367,3
NT12148,0,9.602766666666666,0.8117475613350086,9.888,0.46866267305078946,3
NT12148,50,6.978566666666667,0.263979872970144,6.9537,0.15240885071995589,3
NT12148,100,3.723,0.5617365574715606,3.613,0.3243187526698592,3
NT12148,200,0.037066666666666664,0.04026094054208537,0.0313,0.023244664859800507,3
NT12149,0,8.436933333333332,0.7097611311795917,8.5955,0.4097807801468706,3
NT12149,50,6.7047,0.4976113242280564,6.907,0.2872960319948745,3
NT12149,100,3.8147666666666664,0.6965999593262502,3.8244,0.4021821740344929,3
NT12149,200,0.0363,0.03182404751127675,0.0495,0.018373622397339074,3
NT12150,0,13.246766666666666,1.4450756531522266,13.3271,0.8343148173468123,3
NT12150,50,3.8565333333333336,0.5478456382351999,3.6638,0.31629882670945503,3
NT12150,100,3.6147333333333336,1.2070171553599949,3.0738,0.6968716795635894,3
NT12150,200,0.04933333333333333,0.03498575900753525,0.0619,0.02019903738080385,3
NT12151,0,12.419233333333333,1.502940991301167,12.9906,0.8677233859038519,3
NT12151,50,7.3693,0.7288487085808686,7.6683,0.4208009980976756,3
NT12151,100,3.8858,0.7705547936389726,3.9643,0.4448800175328174,3
NT12151,200,1.8543,1.0664419018399456,1.5927,0.615710519102389,3
NT12152,0,11.222766666666667,1.8243568738964786,12.042,1.053292932242076,3
NT12152,50,5.399966666666667,0.8336075235584988,5.8324,0.4812835281249966,3
NT12152,100,3.6712333333333333,0.3219312711330375,3.8564,0.1858671060492176,3
NT12152,200,1.4991,0.36322791742926375,1.2929,0.2097097359049726,3
NT12153,0,13.123666666666667,1.004710825727151,13.5296,0.5800700656913019,3
NT12153,50,7.699933333333334,0.5745432649795258,7.9588,0.33171270869701575,3
NT12153,100,4.429433333333333,0.24251029531410317,4.3462,0.1400133842808531,3
NT12153,200,2.1877,1.246925334573005,2.9002,0.7199126775750886,3
NT12154,0,12.609466666666666,1.042118862382469,12.0606,0.6016676057241052,3
NT12154,50,11.0714,0.46543944826368067,11.3342,0.2687215907465069,3
NT12154,100,10.141,0.8385459558068361,10.3236,0.4841347333129489,3
NT12154,200,7.458733333333333,1.3731756127070316,7.2225,0.7928033096410341,3
NT12155,0,7.080866666666666,0.7205771737526339,7.3201,0.4160254252379829,3
NT12155,50,5.715933333333333,0.2579386038058925,5.7813,0.14892092234172827,3
NT12155,100,2.4703333333333335,1.8623591230837657,1.7229,1.0752335410401677,3
NT12155,200,0.06546666666666667,0.010796450033846003,0.0717,0.006233333333333335,3
NT12156,0,12.202233333333334,2.099198138178798,11.8421,1.2119726101598904,3
NT12156,50,7.418166666666667,0.8957516973655886,7.8963,0.5171624836010867,3
NT12156,100,2.7388333333333335,1.0174762126621602,2.7304,0.5874401652745391,3
NT12156,200,0.0345,0.03248461174156157,0.039,0.018754999333511053,3
NT12157,0,12.7274,0.8143267096196709,13.1277,0.47015174500721924,3
NT12157,50,7.004566666666666,0.6068662483062747,7.1848,0.350374391821726,3
NT12157,100,2.0952,1.307505804958433,2.7545,0.7548888284597496,3
NT12157,200,0.04356666666666667,0.013291099778924743,0.0477,0.0076736200351883764,3
NT12158,0,8.581666666666667,7.443251901107025,12.2377,4.297363488750334,3
NT12158,50,4.0056,3.4665829760731244,5.376,2.0014326144039924,3
NT12158,100,1.8941999999999999,1.6314952742806215,2.5904,0.9419442357875192,3
NT12158,200,0.0375,0.029106872040808508,0.0519,0.016804860408028786,3
NT12159,0,11.573833333333333,2.2262078279741395,11.9839,1.2853016887529216,3
NT12159,50,6.7541,0.4540828558754449,6.9619,0.26216485907408216,3
NT12159,100,2.5852333333333335,0.9393287088838143,2.3904,0.5423216829316138,3
NT12159,200,0.040233333333333336,0.04802440351876672,0.0273,0.027726902299231176,3
NT12160,0,6.715033333333333,0.7286405172191105,6.8744,0.4206807987589216,3
NT12160,50,2.0260333333333334,1.8449913125360056,2.0976,1.0652062309451837,3
NT12160,100,0.06136666666666667,0.0054720501947015596,0.0608,0.00315928965293009,3
NT12160,200,0.045533333333333335,0.04083287074567907,0.0577,0.023574868916803007,3
NT12161,0,11.716833333333334,1.0191834493030842,11.1407,0.588425838808747,3
NT12161,50,7.429333333333333,0.4771257940347945,7.5525,0.27546870562330256,3
NT12161,100,3.931233333333333,0.7556512180452918,3.9328,0.43627543415191783,3
NT12161,200,0.40496666666666664,0.4693299301486464,0.2008,0.27096776151006924,3
NT12162,0,9.9857,1.0009961188735947,9.8986,0.5779253786894406,3
NT12162,50,5.666933333333334,0.6756710318885463,5.5285,0.3900988521444844,3
NT12162,100,0.9693666666666666,1.1173626999919646,0.6226,0.6451096556228079,3
NT12162,200,0.04883333333333333,0.005717808437971086,0.0475,0.0033011782408373202,3
NT12163,0,13.07,0.9514607769109563,13.5411,0.5493261356729111,3
NT12163,50,8.105433333333334,0.42345498383338587,8.2639,0.24448184890589397,3
NT12163,100,5.223833333333333,0.3906752146391343,5.29,0.225556440337619,3
NT12163,200,0.2696,0.3873353714805814,0.0841,0.22362818099097737,3
NT12164,0,12.412233333333333,1.238323327460698,12.3601,0.7149463064532271,3
NT12164,50,7.400533333333334,0.11998184584900065,7.3833,0.0692715509987887,3
NT12164,100,3.8883,0.4543582397183965,3.9303,0.26232385200994074,3
NT12164,200,0.8954666666666666,0.24332431718456204,0.8143,0.1404833600268888,3
NT12165,0,11.073066666666668,0.6405995655113528,11.1037,0.3698503315907368,3
NT12165,50,7.305433333333333,1.3236454976062635,7.3872,0.7642070843546124,3
NT12165,100,4.167133333333333,1.2819201704214398,4.8285,0.7401169554724293,3
NT12165,200,0.5422333333333333,0.6977795735999538,0.1479,0.40286322465295565,3
NT12166,0,12.661466666666668,1.6905461878734143,12.7786,0.9760372966462114,3
NT12166,50,7.6683666666666666,0.7063061116352688,7.57,0.40778602368290034,3
NT12166,100,3.3743666666666665,0.6614704402566554,3.6172,0.38190013674316026,3
NT12166,200,0.06886666666666666,0.0020599352740640516,0.0681,0.0011893041849940858,3
NT12167,0,11.823966666666667,0.5342244316140293,11.6868,0.3084346194000347,3
NT12167,50,6.949366666666666,1.1317522756033374,7.3831,0.6534174809755584,3
NT12167,100,3.8196,0.7820624271757338,3.4098,0.45152395285300206,3
NT12167,200,0.3732,0.5267611128395869,0.0809,0.30412567029656234,3
NT12168,0,12.393033333333333,1.3818937489305505,12.9667,0.7978367279365145,3
NT12168,50,9.830833333333333,4.276808428411697,7.5305,2.4692164974159536,3
NT12168,100,3.0409333333333333,0.8221692181864592,3.0571,0.47467961943937637,3
NT12168,200,0.46790000000000004,0.7027890935408717,0.0658,0.4057554723393554,3
NT12169,0,12.503366666666667,1.5113813857968923,12.5927,0.8725964499380254,3
NT12169,50,6.429166666666667,0.5338638434407535,6.1252,0.3082264337211273,3
NT12169,100,2.8770333333333333,0.6331039751362593,3.1971,0.3655227504699414,3
NT12169,200,0.07516666666666666,0.06936500078089333,0.0717,0.040047901873187366,3
NT12170,0,11.301433333333334,0.7352529927401411,11.391,0.42449851328099847,3
NT12170,50,7.0188,1.5245210756168646,6.1739,0.8801826533926547,3
NT12170,100,2.1962333333333333,1.0596961325461811,2.5353,0.611815847384743,3
NT12170,200,0.035866666666666665,0.03585001162249928,0.0359,0.020698013860701175,3
NT12171,0,10.117633333333334,0.9752076770274801,10.1009,0.5630364148476052,3
NT12171,50,7.233766666666666,1.031275338274572,7.5336,0.5954070941614465,3
NT12171,100,3.7539,0.8357707640256388,4.1511,0.48253247559102175,3
NT12171,200,0.0305,0.026434636369732797,0.0447,0.015262044423995104,3
NT12172,0,8.427266666666666,1.6696813538317226,9.3846,0.9639909790956439,3
NT12172,50,5.157533333333333,0.7948385077066492,5.5858,0.4589002263867144,3
NT12172,100,0.7632666666666666,0.781504167188719,0.6009,0.4512016412992212,3
NT12172,200,0.0416,0.035323788018840785,0.0563,0.020394198521475004,3
NT12173,0,10.509166666666667,1.8263529158772498,10.2893,1.0544453476169882,3
NT12173,50,5.045166666666667,2.1257117427660157,3.8279,1.2272802469055077,3
NT12173,100,0.8887666666666666,1.3788595807163733,0.1212,0.7960849501012927,3
NT12173,200,0.2376,0.36175208361528477,0.0373,0.2088576628551927,3
NT12174,0,9.5006,1.2429637484657388,8.8734,0.7176254547696406,3
NT12174,50,4.4554,0.3577078836145493,4.6313,0.2065227428961114,3
NT12174,100,2.0332666666666666,0.5524612776777512,2.2913,0.31896366738409426,3
NT12174,200,0.03283333333333333,0.03295183353522734,0.0307,0.019024749961855245,3
NT12175,0,11.860866666666666,0.985381308597506,11.6124,0.5689101637731958,3
NT12175,50,7.490766666666667,0.5000791970611584,7.4103,0.28872085903939176,3
NT12175,100,5.656533333333333,1.5279316880454223,5.6171,0.8821517713963839,3
NT12175,200,2.5631333333333335,0.707438522652911,2.2066,0.40843982148876934,3
NT12176,0,11.703366666666666,1.8405373463565835,11.3004,1.062634732372533,3
NT12176,50,7.166533333333334,2.001980193042212,8.0796,1.15584380336522,3
NT12176,100,5.0288,0.6298948563053998,4.9747,0.3636699648490832,3
NT12176,200,1.0728666666666666,0.9727797763796969,0.7106,0.5616346657550421,3
NT12177,0,9.7603,3.3894380522440586,10.7104,1.9568929718646682,3
NT12177,50,6.558333333333334,1.8430904273348425,6.3343,1.0641087543625938,3
NT12177,100,2.6857333333333333,1.2436867545058656,3.0808,0.7180428825015336,3
