Strain,estimate,estimate1,estimate2,.y.,group1,group2,n1,n2,statistic,p,df,conf.low,conf.high,method,alternative,p.adj,p.adj.signif
NT12334,4.216066666666666,4.295533333333333,0.07946666666666666,AUC,100,200,3,3,53.23863022938679,5.57e-5,2.570056120278075,3.9384282682602483,4.493705065073084,T-test,two.sided,9.149138613861387e-4,***
NT12335,3.4628000000000005,8.5532,5.0904,AUC,0,50,3,3,0.6956000417110733,0.533,3.2608831608807756,-11.68643812518156,18.61203812518156,T-test,two.sided,0.5370464621925296,ns
NT12335,6.6814,8.5532,1.8718000000000001,AUC,0,100,3,3,1.5282646571121041,0.256,2.17966585786178,-10.718853913767584,24.081653913767582,T-test,two.sided,0.2631375464684015,ns
NT12335,8.3411,8.5532,0.2121,AUC,0,200,3,3,1.9495959139432286,0.19,2.003123748406368,-10.039774495379467,26.721974495379467,T-test,two.sided,0.19874527112232032,ns
NT12335,3.2185999999999995,5.0904,1.8718000000000001,AUC,50,100,3,3,1.1900389691908018,0.335,2.4991976967790457,-6.451694308506586,12.888894308506584,T-test,two.sided,0.34169382108822627,ns
NT12335,4.878299999999999,5.0904,0.2121,AUC,50,200,3,3,1.9125378381018705,0.195,2.0088009630940173,-6.050504598515874,15.807104598515872,T-test,two.sided,0.20352626612142186,ns
NT12335,1.6597000000000002,1.8718000000000001,0.2121,AUC,100,200,3,3,1.8136050112997097,0.207,2.069384293162715,-2.153975972753596,5.473375972753596,T-test,two.sided,0.21510366426558095,ns
NT12336,5.486199999999998,13.644666666666666,8.158466666666667,AUC,0,50,3,3,18.072648448465706,2.31e-4,3.239003400693904,4.559227039744537,6.4131729602554595,T-test,two.sided,0.0019113665835411473,**
NT12336,10.5848,13.644666666666666,3.0598666666666667,AUC,0,100,3,3,46.8175417052761,1.32e-6,3.979918021353152,9.955832968864303,11.213767031135697,T-test,two.sided,1.183718918918919e-4,***
NT12336,13.554233333333332,13.644666666666666,0.09043333333333334,AUC,0,200,3,3,84.75120150067698,4.41e-5,2.307398472631769,12.946909347008322,14.16155731965834,T-test,two.sided,8.349692307692307e-4,***
NT12336,5.098600000000001,8.158466666666667,3.0598666666666667,AUC,50,100,3,3,16.474392229312592,2.4e-4,3.3796526985534,4.173403837420575,6.023796162579428,T-test,two.sided,0.001946992665036675,**
NT12336,8.068033333333334,8.158466666666667,0.09043333333333334,AUC,50,200,3,3,30.4412139597912,8.02e-4,2.1072463453975576,6.9815237845251055,9.154542882141563,T-test,two.sided,0.0031934552454282966,**
NT12336,2.9694333333333334,3.0598666666666667,0.09043333333333334,AUC,100,200,3,3,17.374793605728847,0.002,2.267016352455728,2.3111595077024036,3.627707158964263,T-test,two.sided,0.005077276205049732,**
NT12337,6.774566666666667,14.838633333333334,8.064066666666667,AUC,0,50,3,3,35.47441591017168,1.85e-5,3.373013623220774,6.203121615279318,7.346011718054017,T-test,two.sided,5.631467889908256e-4,***
NT12337,11.403766666666668,14.838633333333334,3.4348666666666667,AUC,0,100,3,3,30.795767587128385,9.91e-5,2.8909633389744513,10.199748721500052,12.607784611833283,T-test,two.sided,0.0012361421052631578,**
NT12337,14.638900000000001,14.838633333333334,0.19973333333333335,AUC,0,200,3,3,67.91031707099714,3.4e-7,3.9401633696157674,14.036801670008376,15.240998329991626,T-test,two.sided,6.267333333333334e-5,****
NT12337,4.629200000000001,8.064066666666667,3.4348666666666667,AUC,50,100,3,3,13.286032097986073,0.003,2.370476800259249,3.333630891872053,5.924769108127949,T-test,two.sided,0.006557312252964426,**
NT12337,7.864333333333334,8.064066666666667,0.19973333333333335,AUC,50,200,3,3,44.85238580990032,4.23e-6,3.61746699214364,7.356526520243642,8.372140146423025,T-test,two.sided,2.3008426229508198e-4,***
NT12337,3.235133333333333,3.4348666666666667,0.19973333333333335,AUC,100,200,3,3,8.924783232136209,0.004,2.709986269474464,2.008447097346985,4.461819569319681,T-test,two.sided,0.0079568345323741,**
NT12338,2.0975333333333337,7.172866666666667,5.075333333333333,AUC,0,50,3,3,4.559316695968503,0.029,2.5048301423460315,0.45526459999367536,3.739802066672992,T-test,two.sided,0.03654462590201292,*
NT12338,3.6728666666666667,7.172866666666667,3.5,AUC,0,100,3,3,3.406750390838075,0.072,2.0845270846248125,-0.7902118349889733,8.135945168322307,T-test,two.sided,0.08032817753866846,ns
NT12338,7.157933333333333,7.172866666666667,0.014933333333333333,AUC,0,200,3,3,46.02680642117162,4.43e-4,2.020126279276651,6.495147354626337,7.820719312040328,T-test,two.sided,0.0025787263157894735,**
NT12338,1.575333333333333,5.075333333333333,3.5,AUC,50,100,3,3,1.368122365828336,0.276,2.641768030921939,-2.3869152993350284,5.537581966001694,T-test,two.sided,0.2829063948100093,ns
NT12338,5.0604,5.075333333333333,0.014933333333333333,AUC,50,200,3,3,11.680056139697141,0.007,2.00258195442416,3.198571238861365,6.9222287611386335,T-test,two.sided,0.011589820359281437,*
NT12338,3.4850666666666665,3.5,0.014933333333333333,AUC,100,200,3,3,3.266375028525697,0.082,2.0004255047857544,-1.1047233518208956,8.074856685154227,T-test,two.sided,0.09042073778664009,ns
NT12339,6.546866666666666,12.9079,6.361033333333333,AUC,0,50,3,3,18.28051631477538,3.24e-4,3.047969200244468,5.417206434860374,7.67652689847296,T-test,two.sided,0.002253735849056604,**
NT12339,11.3398,12.9079,1.5680999999999998,AUC,0,100,3,3,15.13894187711955,8.58e-4,2.8282980633267174,8.871995532784549,13.807604467215452,T-test,two.sided,0.0031934552454282966,**
NT12339,12.8603,12.9079,0.0476,AUC,0,200,3,3,40.60807444695443,5.82e-4,2.012952574093771,11.506047099076062,14.21455290092394,T-test,two.sided,0.0029538292682926826,**
NT12339,4.792933333333334,6.361033333333333,1.5680999999999998,AUC,50,100,3,3,6.8513033360387,0.015,2.2444812561598533,2.0763024272179678,7.509564239448699,T-test,two.sided,0.02116971501488728,*
NT12339,6.313433333333333,6.361033333333333,0.0476,AUC,50,200,3,3,37.32393370426589,6.26e-4,2.045768046827033,5.6010120866952064,7.025854579971461,T-test,two.sided,0.003027795918367347,**
NT12339,1.5204999999999997,1.5680999999999998,0.0476,AUC,100,200,3,3,2.2383872370895976,0.154,2.00280825259584,-1.398298254816939,4.439298254816939,T-test,two.sided,0.16319770041520282,ns
NT12340,4.719900000000001,12.449333333333334,7.729433333333333,AUC,0,50,3,3,6.838630306315635,0.01,2.6186895926063967,2.330930459043403,7.108869540956599,T-test,two.sided,0.015354002776492364,*
NT12340,8.0016,12.449333333333334,4.447733333333334,AUC,0,100,3,3,11.06810834241066,0.002,3.010334769010391,5.7053379734561025,10.297862026543896,T-test,two.sided,0.005077276205049732,**
NT12340,12.350866666666667,12.449333333333334,0.09846666666666667,AUC,0,200,3,3,19.19414225263817,0.003,2.0281802421704618,9.61877513150726,15.082958201826075,T-test,two.sided,0.006557312252964426,**
NT12340,3.281699999999999,7.729433333333333,4.447733333333334,AUC,50,100,3,3,7.807354673919178,0.002,3.743026305009042,2.082376740904818,4.4810232590951795,T-test,two.sided,0.005077276205049732,**
NT12340,7.630966666666666,7.729433333333333,0.09846666666666667,AUC,50,200,3,3,29.24399079680973,7.23e-4,2.177383408425673,6.591479184815469,8.670454148517862,T-test,two.sided,0.0031934552454282966,**
NT12340,4.349266666666667,4.447733333333334,0.09846666666666667,AUC,100,200,3,3,12.859764978368224,0.005,2.1038617690197556,2.960798134910132,5.737735198423202,T-test,two.sided,0.009226918798665183,**
NT12341,5.172033333333334,11.557866666666667,6.385833333333333,AUC,0,50,3,3,10.12735439272838,5.9e-4,3.922739669970581,3.743022633372111,6.601044033294558,T-test,two.sided,0.00296160363086233,**
NT12341,7.307333333333334,11.557866666666667,4.250533333333333,AUC,0,100,3,3,8.384862695468154,0.004,2.919379287155935,4.490022759078903,10.124643907587766,T-test,two.sided,0.0079568345323741,**
NT12341,11.354000000000001,11.557866666666667,0.20386666666666667,AUC,0,200,3,3,26.48205213105283,1.52e-4,2.8945903896587475,9.961002939030667,12.746997060969337,T-test,two.sided,0.0015614117647058823,**
NT12341,2.1353,6.385833333333333,4.250533333333333,AUC,50,100,3,3,2.511433004591414,0.096,2.71024272294715,-0.7417658417273968,5.012365841727397,T-test,two.sided,0.10477894736842105,ns
NT12341,6.181966666666667,6.385833333333333,0.20386666666666667,AUC,50,200,3,3,16.111882008502345,4e-4,3.140911890377427,4.9913076498126125,7.372625683520722,T-test,two.sided,0.0024397058823529415,**
NT12341,4.046666666666667,4.250533333333333,0.20386666666666667,AUC,100,200,3,3,5.035174104470689,0.03,2.229190809688275,0.9080286505920666,7.185304682741267,T-test,two.sided,0.037619047619047614,*
NT12342,6.3716333333333335,11.058,4.686366666666666,AUC,0,50,3,3,20.640741466849764,6.9e-4,2.5307965619308272,5.277713724600857,7.46555294206581,T-test,two.sided,0.0031934552454282966,**
NT12342,8.168366666666667,11.058,2.8896333333333333,AUC,0,100,3,3,26.919662905559242,5.11e-4,2.3835596817768336,7.0448248087455125,9.291908524587821,T-test,two.sided,0.0027613973941368075,**
NT12342,11.006366666666667,11.058,0.05163333333333333,AUC,0,200,3,3,37.77083847207725,6.11e-4,2.045997411721484,9.779207942116699,12.233525391216634,T-test,two.sided,0.002998961538461538,**
NT12342,1.796733333333333,4.686366666666666,2.8896333333333333,AUC,50,100,3,3,12.8771427725454,2.46e-4,3.893616089885983,1.405128762730062,2.1883379039366044,T-test,two.sided,0.0019763389830508475,**
NT12342,4.634733333333333,4.686366666666666,0.05163333333333333,AUC,50,200,3,3,41.77531527052909,2.06e-4,2.338010353988921,4.217778512146535,5.051688154520131,T-test,two.sided,0.001813018567639257,**
NT12342,2.838,2.8896333333333333,0.05163333333333333,AUC,100,200,3,3,29.765681122463473,3.22e-4,2.46868306856515,2.4940622356368363,3.181937764363164,T-test,two.sided,0.002244529411764706,**
NT12343,3.2037999999999993,10.584266666666666,7.380466666666667,AUC,0,50,3,3,10.84145670734135,4.11e-4,3.999216629142871,2.383258787062379,4.024341212937619,T-test,two.sided,0.002470467391304348,**
NT12343,5.776633333333333,10.584266666666666,4.807633333333333,AUC,0,100,3,3,17.33580610170151,8.62e-5,3.8424345559997977,4.836311144329673,6.7169555223369946,T-test,two.sided,0.0011770024691358024,**
NT12343,10.2433,10.584266666666666,0.34096666666666664,AUC,0,200,3,3,38.36694486044551,4.89e-6,3.778186326900196,9.484555498047632,11.00204450195237,T-test,two.sided,2.496156923076923e-4,***
NT12343,2.5728333333333335,7.380466666666667,4.807633333333333,AUC,50,100,3,3,7.763979895399773,0.002,3.821876456749316,1.635612398672997,3.51005426799367,T-test,two.sided,0.005077276205049732,**
NT12343,7.0395,7.380466666666667,0.34096666666666664,AUC,50,200,3,3,26.595909099145647,1.85e-5,3.800554832676746,6.289158628377127,7.789841371622874,T-test,two.sided,5.631467889908256e-4,***
NT12343,4.466666666666667,4.807633333333333,0.34096666666666664,AUC,100,200,3,3,14.586951838153793,3.53e-4,3.3904820911504374,3.5526864809183274,5.380646852415007,T-test,two.sided,0.0023193148514851483,**
NT12344,2.385633333333333,12.091899999999999,9.706266666666666,AUC,0,50,3,3,2.3778555711897353,0.119,2.4023552399643457,-1.307187185237583,6.078453851904249,T-test,two.sided,0.12815384615384615,ns
NT12344,3.469133333333332,12.091899999999999,8.622766666666667,AUC,0,100,3,3,3.6183853798692263,0.067,2.0241174562563713,-0.6092970493486515,7.547563716015315,T-test,two.sided,0.07538351983723296,ns
NT12344,5.734966666666666,12.091899999999999,6.356933333333333,AUC,0,200,3,3,5.6320748405887064,0.017,2.5296170493076144,2.125317323689482,9.34461600964385,T-test,two.sided,0.023443890274314216,*
NT12344,1.083499999999999,9.706266666666666,8.622766666666667,AUC,50,100,3,3,3.454668581671,0.064,2.236487988591844,-0.13802948721319402,2.3050294872131922,T-test,two.sided,0.07230234933605721,ns
NT12344,3.349333333333333,9.706266666666666,6.356933333333333,AUC,50,200,3,3,7.206073480712966,0.002,3.9227353444776627,2.0487743536015923,4.649892313065074,T-test,two.sided,0.005077276205049732,**
NT12344,2.265833333333334,8.622766666666667,6.356933333333333,AUC,100,200,3,3,6.316317210158208,0.02,2.1785481903300363,0.8374610854234439,3.694205581243224,T-test,two.sided,0.02681212121212121,*
NT12345,5.643866666666666,13.588,7.944133333333333,AUC,0,50,3,3,6.457433923648089,0.018,2.2074565767087515,2.2024789827815927,9.08525435055174,T-test,two.sided,0.024577777777777775,*
NT12345,8.916699999999999,13.588,4.6713,AUC,0,100,3,3,10.186729328614513,0.007,2.2200137478957664,5.486492311875943,12.346907688124054,T-test,two.sided,0.011589820359281437,*
NT12345,13.313366666666665,13.588,0.27463333333333334,AUC,0,200,3,3,15.452930872020666,0.003,2.0887769138880206,9.75340671948228,16.87332661385105,T-test,two.sided,0.006557312252964426,**
NT12345,3.2728333333333337,7.944133333333333,4.6713,AUC,50,100,3,3,11.731906945526616,3.03e-4,3.99651151423203,2.498025698997052,4.047640967669616,T-test,two.sided,0.002152792291220557,**
NT12345,7.6695,7.944133333333333,0.27463333333333334,AUC,50,200,3,3,33.03916550162273,1.96e-5,3.4445743904985777,6.981864577784767,8.357135422215231,T-test,two.sided,5.806499999999999e-4,***
NT12345,4.3966666666666665,4.6713,0.27463333333333334,AUC,100,200,3,3,18.54865084241094,1.59e-4,3.38548528869876,3.688656301491188,5.1046770318421455,T-test,two.sided,0.001603531914893617,**
NT12346,6.335066666666666,14.380766666666666,8.0457,AUC,0,50,3,3,17.21048020235784,1.08e-4,3.7317123522956606,5.28343553812817,7.386697795205162,T-test,two.sided,0.0013078248175182482,**
NT12346,10.099233333333334,14.380766666666666,4.281533333333333,AUC,0,100,3,3,20.004016428671516,7.79e-5,3.615992365197178,8.636812098261368,11.5616545684053,T-test,two.sided,0.0011141043103448274,**
NT12346,14.3393,14.380766666666666,0.041466666666666666,AUC,0,200,3,3,48.778686680684295,3.89e-4,2.0235113927326456,13.088443662972034,15.590156337027967,T-test,two.sided,0.0024215797373358353,**
NT12346,3.764166666666667,8.0457,4.281533333333333,AUC,50,100,3,3,8.051732435245109,0.004,3.0806712879797877,2.2981794793782524,5.230153853955082,T-test,two.sided,0.0079568345323741,**
NT12346,8.004233333333334,8.0457,0.041466666666666666,AUC,50,200,3,3,35.76508394475738,6.93e-4,2.040736023697126,7.059486075474171,8.948980591192496,T-test,two.sided,0.0031934552454282966,**
NT12346,4.240066666666666,4.281533333333333,0.041466666666666666,AUC,100,200,3,3,10.299509902449818,0.009,2.0119542845938487,2.478812779549588,6.001320553783746,T-test,two.sided,0.014099150141643058,*
NT12347,4.421366666666666,12.803633333333332,8.382266666666666,AUC,0,50,3,3,13.981396406167429,3e-4,3.5755789962382476,3.5006961610185323,5.3420371723148,T-test,two.sided,0.002152792291220557,**
NT12347,7.311433333333332,12.803633333333332,5.4922,AUC,0,100,3,3,15.78565191188016,9.77e-4,2.6985865523876265,5.739760424070234,8.88310624259643,T-test,two.sided,0.0031934552454282966,**
NT12347,12.732599999999998,12.803633333333332,0.07103333333333334,AUC,0,200,3,3,70.18130294927224,1.91e-4,2.017126971398259,11.95831109248468,13.506888907515314,T-test,two.sided,0.0017458347107438016,**
NT12347,2.890066666666666,8.382266666666666,5.4922,AUC,50,100,3,3,5.791962858453322,0.008,3.3014946001660883,1.3810609038288257,4.399072429504506,T-test,two.sided,0.012885436893203882,*
NT12347,8.311233333333332,8.382266666666666,0.07103333333333334,AUC,50,200,3,3,32.021130738799144,9.51e-4,2.0083496903766407,7.198897359332457,9.423569307334208,T-test,two.sided,0.0031934552454282966,**
NT12347,5.421166666666667,5.4922,0.07103333333333334,AUC,100,200,3,3,12.711186365030448,0.006,2.0030884876208135,3.588846202725599,7.253487130607735,T-test,two.sided,0.010406691061160482,*
NT12348,4.248966666666668,12.331833333333334,8.082866666666666,AUC,0,50,3,3,3.9442606732934746,0.028,3.0374267011828677,0.8444411082873566,7.653492225045979,T-test,two.sided,0.03541898589401449,*
NT12348,8.008133333333333,12.331833333333334,4.3237,AUC,0,100,3,3,6.844403455720219,0.003,3.618050377543672,4.619796541741329,11.396470124925338,T-test,two.sided,0.006557312252964426,**
NT12348,12.290633333333334,12.331833333333334,0.0412,AUC,0,200,3,3,12.903590141151327,0.006,2.0016488376725925,8.195602104509334,16.385664562157334,T-test,two.sided,0.010406691061160482,*
NT12348,3.7591666666666663,8.082866666666666,4.3237,AUC,50,100,3,3,4.443565343049014,0.014,3.6870992040622337,1.3296110033582498,6.188722329975084,T-test,two.sided,0.019979354838709676,*
NT12348,8.041666666666666,8.082866666666666,0.0412,AUC,50,200,3,3,15.957107889303467,0.004,2.005896324775818,5.879419231102185,10.203914102231147,T-test,two.sided,0.0079568345323741,**
NT12348,4.2825,4.3237,0.0412,AUC,100,200,3,3,6.297394187707914,0.024,2.003235968806491,1.3610350905050446,7.203964909494955,T-test,two.sided,0.031118405627198125,*
NT12349,5.260166666666666,11.5673,6.307133333333334,AUC,0,50,3,3,5.441580685588541,0.017,2.61475290433199,1.9108055193975442,8.609527813935786,T-test,two.sided,0.023443890274314216,*
NT12349,9.287666666666667,11.5673,2.2796333333333334,AUC,0,100,3,3,9.15216215808368,0.003,3.0248001745697786,6.073030089739906,12.502303243593428,T-test,two.sided,0.006557312252964426,**
NT12349,11.524799999999999,11.5673,0.042499999999999996,AUC,0,200,3,3,12.82390315103083,0.006,2.0018307915598004,7.661406926336786,15.388193073663212,T-test,two.sided,0.010406691061160482,*
NT12349,4.0275,6.307133333333334,2.2796333333333334,AUC,50,100,3,3,6.81071007016457,0.003,3.7229390429565754,2.336325821014572,5.718674178985427,T-test,two.sided,0.006557312252964426,**
NT12349,6.264633333333333,6.307133333333334,0.042499999999999996,AUC,50,200,3,3,17.543268506332446,0.003,2.0116239268953633,4.736649357112416,7.792617309554249,T-test,two.sided,0.006557312252964426,**
NT12349,2.2371333333333334,2.2796333333333334,0.042499999999999996,AUC,100,200,3,3,4.738308766754844,0.042,2.006641234963444,0.2121188790023007,4.262147787664366,T-test,two.sided,0.050002152852529604,ns
NT12350,2.2329333333333334,13.323,11.090066666666667,AUC,0,50,3,3,3.522003542472456,0.068,2.0763654444164468,-0.40100584066204464,4.866872507328711,T-test,two.sided,0.07627586206896551,ns
NT12350,3.5382,13.323,9.7848,AUC,0,100,3,3,5.070128965462994,0.016,2.8898780802838564,1.2686707456029724,5.807729254397027,T-test,two.sided,0.022249790444258174,*
NT12350,6.470066666666667,13.323,6.8529333333333335,AUC,0,200,3,3,9.06547867619271,0.003,3.0745502864540635,4.229583508964179,8.710549824369156,T-test,two.sided,0.006557312252964426,**
NT12350,1.3052666666666664,11.090066666666667,9.7848,AUC,50,100,3,3,4.125285126056546,0.042,2.323315763609916,0.11024487369127253,2.5002884596420603,T-test,two.sided,0.050002152852529604,ns
NT12350,4.237133333333333,11.090066666666667,6.8529333333333335,AUC,50,200,3,3,12.106656989031109,0.004,2.2609870635897513,2.8861739297018527,5.588092736964814,T-test,two.sided,0.0079568345323741,**
NT12350,2.931866666666667,9.7848,6.8529333333333335,AUC,100,200,3,3,6.435721610457076,0.003,3.9540375820274765,1.6612056894558518,4.202527643877482,T-test,two.sided,0.006557312252964426,**
NT12351,6.4478333333333335,12.520833333333334,6.073,AUC,0,50,3,3,16.651791220282032,8.57e-5,3.9328906743950705,5.365476860901775,7.530189805764892,T-test,two.sided,0.0011770024691358024,**
NT12351,10.084533333333333,12.520833333333334,2.4363,AUC,0,100,3,3,24.722313742542557,1.59e-5,3.998585675225151,8.951829506764218,11.217237159902448,T-test,two.sided,5.172176470588236e-4,***
NT12351,12.517166666666668,12.520833333333334,0.0036666666666666666,AUC,0,200,3,3,42.993433202126624,5.4e-4,2.000114885314106,11.264555443560518,13.769777889772817,T-test,two.sided,0.002830521327014218,**
NT12351,3.6367000000000003,6.073,2.4363,AUC,50,100,3,3,9.491497453046009,7.3e-4,3.9503616119760867,2.5676028989725874,4.7057971010274136,T-test,two.sided,0.0031934552454282966,**
NT12351,6.069333333333334,6.073,0.0036666666666666666,AUC,50,200,3,3,23.77344656153115,0.002,2.000149409563508,4.970949710038833,7.167716956627835,T-test,two.sided,0.005077276205049732,**
NT12351,2.4326333333333334,2.4363,0.0036666666666666666,AUC,100,200,3,3,8.514149670032525,0.014,2.000119289457764,1.2033645670679942,3.6619020995986724,T-test,two.sided,0.019979354838709676,*
NT12352,4.9190000000000005,13.135566666666668,8.216566666666667,AUC,0,50,3,3,16.993401722565444,4.22e-4,3.0262584348619073,4.002297701409616,5.835702298590387,T-test,two.sided,0.0025048228980322006,**
NT12352,8.8009,13.135566666666668,4.334666666666667,AUC,0,100,3,3,20.584229373810878,5.87e-5,3.70604023505716,7.575743238476593,10.026056761523408,T-test,two.sided,9.579911764705883e-4,***
NT12352,13.114133333333335,13.135566666666668,0.021433333333333332,AUC,0,200,3,3,51.04705613771606,3.58e-4,2.0206705250792214,12.019535010296828,14.208731656369842,T-test,two.sided,0.00232648828125,**
NT12352,3.8819,8.216566666666667,4.334666666666667,AUC,50,100,3,3,10.554474949431793,0.003,2.6045988167569827,2.6041709034436376,5.159629096556363,T-test,two.sided,0.006557312252964426,**
NT12352,8.195133333333334,8.216566666666667,0.021433333333333332,AUC,50,200,3,3,60.30118977868364,2.13e-4,2.0748346544716836,7.630141431391388,8.76012523527528,T-test,two.sided,0.0018395129533678757,**
NT12352,4.313233333333334,4.334666666666667,0.021433333333333332,AUC,100,200,3,3,12.583891898347906,0.006,2.0115861431224373,2.846573544737543,5.779893121929125,T-test,two.sided,0.010406691061160482,*
NT12353,5.170066666666665,13.388833333333332,8.218766666666667,AUC,0,50,3,3,4.908720902175095,0.018,2.86447126328695,1.7266549042845818,8.61347842904875,T-test,two.sided,0.024577777777777775,*
NT12353,8.489033333333332,13.388833333333332,4.8998,AUC,0,100,3,3,7.9715800926274305,0.004,2.95651015043641,5.0716295804394544,11.90643708622721,T-test,two.sided,0.0079568345323741,**
NT12353,13.247366666666666,13.388833333333332,0.14146666666666666,AUC,0,200,3,3,13.928053084423656,0.005,2.003381450196393,9.161603698855997,17.333129634477334,T-test,two.sided,0.009226918798665183,**
NT12353,3.3189666666666673,8.218766666666667,4.8998,AUC,50,100,3,3,5.028779216268874,0.007,3.987157675496979,1.4841981083857554,5.153735224947579,T-test,two.sided,0.011589820359281437,*
NT12353,8.077300000000001,8.218766666666667,0.14146666666666666,AUC,50,200,3,3,17.787791983789088,0.003,2.01487759048925,6.137258366856124,10.017341633143877,T-test,two.sided,0.006557312252964426,**
NT12353,4.758333333333333,4.8998,0.14146666666666666,AUC,100,200,3,3,9.902002614768849,0.01,2.0132796190890123,2.7037400448477906,6.812926621818875,T-test,two.sided,0.015354002776492364,*
NT12354,6.683833333333333,13.1676,6.483766666666667,AUC,0,50,3,3,23.928957421395552,3.63e-5,3.671715217400075,5.88019089476095,7.487475771905718,T-test,two.sided,7.384573170731707e-4,***
NT12354,11.7152,13.1676,1.4524,AUC,0,100,3,3,15.362258834655268,0.002,2.3783667401514594,8.886802728511528,14.543597271488471,T-test,two.sided,0.005077276205049732,**
NT12354,13.141833333333334,13.1676,0.025766666666666667,AUC,0,200,3,3,58.09630677011827,2.59e-4,2.0391231171895168,12.186217838501149,14.097448828165518,T-test,two.sided,0.0020153210161662815,**
NT12354,5.031366666666667,6.483766666666667,1.4524,AUC,50,100,3,3,6.734133243160171,0.016,2.205493093844682,2.087307304366794,7.97542602896654,T-test,two.sided,0.022249790444258174,*
NT12354,6.458,6.483766666666667,0.025766666666666667,AUC,50,200,3,3,38.70396677460412,5.37e-4,2.07248303880542,5.763608073914524,7.152391926085477,T-test,two.sided,0.002823717908082409,**
NT12354,1.4266333333333332,1.4524,0.025766666666666667,AUC,100,200,3,3,1.9570957107186644,0.189,2.0037347943198047,-1.7042083032473798,4.557474969914046,T-test,two.sided,0.1977615894039735,ns
NT12355,4.720133333333334,10.969766666666667,6.249633333333333,AUC,0,50,3,3,3.5421759614762256,0.067,2.0826222067599893,-0.8008233219039753,10.241089988570645,T-test,two.sided,0.07538351983723296,ns
NT12355,7.965466666666666,10.969766666666667,3.0043,AUC,0,100,3,3,5.980685967360148,0.024,2.078419690337897,2.437205913209922,13.49372742012341,T-test,two.sided,0.031118405627198125,*
NT12355,10.946066666666667,10.969766666666667,0.0237,AUC,0,200,3,3,8.297740334259162,0.014,2.001024158352338,5.2729521145864835,16.61918121874685,T-test,two.sided,0.019979354838709676,*
NT12355,3.2453333333333325,6.249633333333333,3.0043,AUC,50,100,3,3,12.259957990779249,2.55e-4,3.997273478123114,2.5101828346099517,3.9804838320567137,T-test,two.sided,0.002000212765957447,**
NT12355,6.225933333333333,6.249633333333333,0.0237,AUC,50,200,3,3,32.63447995965959,8.15e-4,2.0495539480067064,5.4238112595288195,7.028055407137848,T-test,two.sided,0.0031934552454282966,**
NT12355,2.9806000000000004,3.0043,0.0237,AUC,100,200,3,3,16.031658909880978,0.003,2.052210875775875,2.1998422342940747,3.7613577657059256,T-test,two.sided,0.006557312252964426,**
NT12356,5.037066666666666,13.368766666666666,8.3317,AUC,0,50,3,3,6.451669939760928,0.004,3.6106633385978144,2.7740207091810394,7.300112624152294,T-test,two.sided,0.0079568345323741,**
NT12356,11.550333333333333,13.368766666666666,1.8184333333333333,AUC,0,100,3,3,10.637625270204936,7.13e-4,3.642679962111466,8.415385526095776,14.68528114057089,T-test,two.sided,0.0031934552454282966,**
NT12356,13.343233333333332,13.368766666666666,0.02553333333333333,AUC,0,200,3,3,20.956734616755742,0.002,2.005284238773772,10.610624174626592,16.075842492040074,T-test,two.sided,0.005077276205049732,**
NT12356,6.5132666666666665,8.3317,1.8184333333333333,AUC,50,100,3,3,6.5834240223306875,0.007,2.9885903774474802,3.357923594271833,9.6686097390615,T-test,two.sided,0.011589820359281437,*
NT12356,8.306166666666666,8.3317,0.02553333333333333,AUC,50,200,3,3,18.334952562411054,0.003,2.010451373758038,6.36664154697619,10.245691786357144,T-test,two.sided,0.006557312252964426,**
NT12356,1.7929,1.8184333333333333,0.02553333333333333,AUC,100,200,3,3,2.0370713720414657,0.178,2.002763661701368,-1.9890165799486468,5.574816579948646,T-test,two.sided,0.18713688212927754,ns
NT12357,3.970533333333334,12.613966666666666,8.643433333333332,AUC,0,50,3,3,4.783386213895312,0.035,2.17180522878575,0.6565826156584352,7.284484051008233,T-test,two.sided,0.04274199484725801,*
NT12357,7.4909333333333326,12.613966666666666,5.123033333333334,AUC,0,100,3,3,5.3067886784338105,0.008,3.592179609036373,3.3899008414660754,11.59196582520059,T-test,two.sided,0.012885436893203882,*
NT12357,11.4314,12.613966666666666,1.1825666666666668,AUC,0,200,3,3,12.238822427151595,9.05e-4,3.163041879434046,8.543734335866416,14.319065664133586,T-test,two.sided,0.0031934552454282966,**
NT12357,3.5203999999999986,8.643433333333332,5.123033333333334,AUC,50,100,3,3,3.018291138783105,0.09,2.0853258788179345,-1.30629220367949,8.347092203679487,T-test,two.sided,0.09868473231989423,ns
NT12357,7.460866666666666,8.643433333333332,1.1825666666666668,AUC,50,200,3,3,15.221598627896071,0.001,2.527288251986092,5.722211092030738,9.199522241302596,T-test,two.sided,0.0031934552454282966,**
NT12357,3.940466666666667,5.123033333333334,1.1825666666666668,AUC,100,200,3,3,3.1714280468252127,0.061,2.6204289293078338,-0.35831659923560105,8.239249932568935,T-test,two.sided,0.06926694045174538,ns
NT12358,6.014266666666667,12.0737,6.059433333333334,AUC,0,50,3,3,7.875566466472878,0.016,2.010542616094678,2.7449523238578117,9.28358100947552,T-test,two.sided,0.022249790444258174,*
NT12358,8.8907,12.0737,3.183,AUC,0,100,3,3,11.493396269533331,0.006,2.1149683155349344,5.729895358545678,12.051504641454324,T-test,two.sided,0.010406691061160482,*
