Strain,estimate,estimate1,estimate2,.y.,group1,group2,n1,n2,statistic,p,df,conf.low,conf.high,method,alternative,p.adj,p.adj.signif
NT12119,4.223166666666666,5.0927999999999995,0.8696333333333334,AUC,100,200,3,3,7.424736713264953,0.003,3.6311089415541966,2.5786026428406497,5.867730690492682,T-test,two.sided,0.006557312252964426,**
NT12120,4.451766666666666,12.778066666666666,8.3263,AUC,0,50,3,3,4.022640815648925,0.016,3.9608082317885933,1.3671092411143855,7.5364240922189465,T-test,two.sided,0.022249790444258174,*
NT12120,7.953599999999999,12.778066666666666,4.824466666666667,AUC,0,100,3,3,8.242972373441464,0.002,3.335530616772039,5.0504366550772835,10.856763344922715,T-test,two.sided,0.005077276205049732,**
NT12120,12.273866666666667,12.778066666666666,0.5042,AUC,0,200,3,3,13.020322329048454,7.5e-4,3.1606407778477528,9.358311245999623,15.18942208733371,T-test,two.sided,0.0031934552454282966,**
NT12120,3.501833333333333,8.3263,4.824466666666667,AUC,50,100,3,3,3.8928644115750455,0.022,3.5343560513131083,0.8689978742035327,6.134668792463133,T-test,two.sided,0.02890930693069307,*
NT12120,7.8221,8.3263,0.5042,AUC,50,200,3,3,8.932700020716693,0.002,3.3553362216447016,5.195068089974917,10.449131910025084,T-test,two.sided,0.005077276205049732,**
NT12120,4.320266666666667,4.824466666666667,0.5042,AUC,100,200,3,3,6.281177756075136,0.003,3.968133178104901,2.4045321986694352,6.236001134663898,T-test,two.sided,0.006557312252964426,**
NT12121,2.566466666666667,10.911233333333334,8.344766666666667,AUC,0,50,3,3,3.94487081823189,0.025,3.2811550109709575,0.5928559323051698,4.540077401028164,T-test,two.sided,0.03222610722610723,*
NT12121,6.3974,10.911233333333334,4.513833333333333,AUC,0,100,3,3,7.8766130300489765,0.006,2.789625986975424,3.698760305869429,9.096039694130571,T-test,two.sided,0.010406691061160482,*
NT12121,10.8622,10.911233333333334,0.04903333333333333,AUC,0,200,3,3,32.271886029682086,8.93e-4,2.0254166129275353,9.431272638089514,12.293127361910482,T-test,two.sided,0.0031934552454282966,**
NT12121,3.8309333333333333,8.344766666666667,4.513833333333333,AUC,50,100,3,3,4.136335371794633,0.017,3.717607974742575,1.1805877498801054,6.481278916786561,T-test,two.sided,0.023443890274314216,*
NT12121,8.295733333333333,8.344766666666667,0.04903333333333333,AUC,50,200,3,3,14.866036869532143,0.004,2.009209763718615,5.9052287328337885,10.686237933832878,T-test,two.sided,0.0079568345323741,**
NT12121,4.4648,4.513833333333333,0.04903333333333333,AUC,100,200,3,3,6.032335974086823,0.026,2.005230038778171,1.2881618257744893,7.64143817422551,T-test,two.sided,0.03330810810810811,*
NT12122,7.8891333333333336,11.183866666666667,3.2947333333333333,AUC,0,50,3,3,11.404032804747779,3.74e-4,3.924888068777359,5.953848105046764,9.824418561619902,T-test,two.sided,0.0023727189292543018,**
NT12122,10.803666666666667,11.183866666666667,0.3802,AUC,0,100,3,3,20.59884725816692,0.002,2.0395525274966855,8.588437818444268,13.018895514889063,T-test,two.sided,0.005077276205049732,**
NT12122,11.156266666666667,11.183866666666667,0.0276,AUC,0,200,3,3,21.351789007219093,0.002,2.0090953706890393,8.917864192767325,13.39466914056601,T-test,two.sided,0.005077276205049732,**
NT12122,2.9145333333333334,3.2947333333333333,0.3802,AUC,50,100,3,3,6.3771425757218285,0.022,2.05224884527716,0.9953054853107848,4.833761181355882,T-test,two.sided,0.02890930693069307,*
NT12122,3.2671333333333332,3.2947333333333333,0.0276,AUC,50,200,3,3,7.184410959969607,0.018,2.01201580399406,1.3216437700048984,5.212622896661768,T-test,two.sided,0.024577777777777775,*
NT12122,0.35259999999999997,0.3802,0.0276,AUC,100,200,3,3,6.125920713745904,0.01,2.873556601091877,0.16477718460090518,0.5404228153990948,T-test,two.sided,0.015354002776492364,*
NT12123,5.119366666666667,10.142133333333334,5.022766666666667,AUC,0,50,3,3,4.739899170417123,0.018,2.981277555414539,1.6698957649916788,8.568837568341655,T-test,two.sided,0.024577777777777775,*
NT12123,8.606433333333333,10.142133333333334,1.5357,AUC,0,100,3,3,7.567238140730928,0.003,3.378275576469739,5.205765505015612,12.007101161651054,T-test,two.sided,0.006557312252964426,**
NT12123,10.102766666666668,10.142133333333334,0.03936666666666667,AUC,0,200,3,3,10.506439633678406,0.009,2.0018187048949123,5.969028242043305,14.236505091290029,T-test,two.sided,0.014099150141643058,*
NT12123,3.4870666666666663,5.022766666666667,1.5357,AUC,50,100,3,3,4.458832969704693,0.012,3.8346852536334697,1.278305324374292,5.69582800895904,T-test,two.sided,0.017727515583259128,*
NT12123,4.9834,5.022766666666667,0.03936666666666667,AUC,50,200,3,3,10.114898889874242,0.01,2.0069367685306503,2.8705785287697467,7.096221471230252,T-test,two.sided,0.015354002776492364,*
NT12123,1.4963333333333333,1.5357,0.03936666666666667,AUC,100,200,3,3,2.460879446692877,0.133,2.004551470338782,-1.114202633367624,4.106869300034291,T-test,two.sided,0.14226112185686654,ns
NT12124,5.1569666666666665,9.6053,4.448333333333333,AUC,0,50,3,3,2.4631875629779842,0.106,2.5369761154293484,-2.2495178914092717,12.563451224742606,T-test,two.sided,0.11505004906771343,ns
NT12124,7.067066666666666,9.6053,2.5382333333333333,AUC,0,100,3,3,3.2159578434576277,0.05,2.9490170152052304,0.004744062030886562,14.129389271302447,T-test,two.sided,0.05823095823095823,ns
NT12124,9.4739,9.6053,0.13140000000000002,AUC,0,200,3,3,4.823608628884162,0.04,2.0017182656955668,1.0301409997232345,17.917659000276768,T-test,two.sided,0.04787878787878788,*
NT12124,1.9101,4.448333333333333,2.5382333333333333,AUC,50,100,3,3,1.559377837092829,0.2,3.6755507348680623,-1.6125303414452836,5.432730341445283,T-test,two.sided,0.20848256361922712,ns
NT12124,4.316933333333333,4.448333333333333,0.13140000000000002,AUC,50,200,3,3,5.935534224601546,0.027,2.0125644664351565,1.2062472956094255,7.427619371057241,T-test,two.sided,0.03441644256626968,*
NT12124,2.406833333333333,2.5382333333333333,0.13140000000000002,AUC,100,200,3,3,2.4378059908566994,0.135,2.0068086490184416,-1.8273721147431712,6.641038781409838,T-test,two.sided,0.1442608695652174,ns
NT12125,6.216166666666666,12.005333333333333,5.789166666666667,AUC,0,50,3,3,12.19624936518656,0.006,2.0842177806153472,4.105962285158914,8.326371048174417,T-test,two.sided,0.010406691061160482,*
NT12125,9.9695,12.005333333333333,2.035833333333333,AUC,0,100,3,3,14.419014542419436,1.38e-4,3.9834923871796835,8.046687206856452,11.89231279314355,T-test,two.sided,0.0015111683168316833,**
NT12125,11.9733,12.005333333333333,0.03203333333333334,AUC,0,200,3,3,23.717967260902196,0.002,2.0067565104067837,9.808228652008141,14.138371347991859,T-test,two.sided,0.005077276205049732,**
NT12125,3.7533333333333334,5.789166666666667,2.035833333333333,AUC,50,100,3,3,7.843342869884638,0.014,2.0957941684109005,1.7819609710751887,5.724705695591478,T-test,two.sided,0.019979354838709676,*
NT12125,5.757133333333333,5.789166666666667,0.03203333333333334,AUC,50,200,3,3,75.66896759776301,5.5e-5,2.3187156503447413,5.469328914046028,6.04493775262064,T-test,two.sided,9.145134328358207e-4,***
NT12125,2.0038,2.035833333333333,0.03203333333333334,AUC,100,200,3,3,4.233149012040096,0.051,2.0076862413118346,-0.02544633710018745,4.0330463371001875,T-test,two.sided,0.059167132867132856,ns
NT12126,4.437133333333333,11.393166666666666,6.956033333333333,AUC,0,50,3,3,7.854761962178704,0.004,2.967336745030049,2.628131154325918,6.246135512340747,T-test,two.sided,0.0079568345323741,**
NT12126,10.090833333333332,11.393166666666666,1.3023333333333333,AUC,0,100,3,3,11.939188865726313,4.41e-4,3.6901884528047604,7.664444098892906,12.517222567773759,T-test,two.sided,0.00257612323943662,**
NT12126,11.366999999999999,11.393166666666666,0.026166666666666664,AUC,0,200,3,3,22.540393136577627,0.002,2.0099919891656985,9.207499034397385,13.526500965602613,T-test,two.sided,0.005077276205049732,**
NT12126,5.6537,6.956033333333333,1.3023333333333333,AUC,50,100,3,3,7.794766029430625,0.008,2.556902383332249,3.1017512525214657,8.205648747478534,T-test,two.sided,0.012885436893203882,*
NT12126,6.929866666666666,6.956033333333333,0.026166666666666664,AUC,50,200,3,3,26.961569983365962,0.001,2.038736976781731,5.843860489233784,8.01587284409955,T-test,two.sided,0.0031934552454282966,**
NT12126,1.2761666666666667,1.3023333333333333,0.026166666666666664,AUC,100,200,3,3,1.8789654141488432,0.201,2.005502484950859,-1.6384640058000806,4.190797339133414,T-test,two.sided,0.20945917085427135,ns
NT12127,3.488033333333333,10.249666666666666,6.761633333333333,AUC,0,50,3,3,8.684381440210114,0.003,3.100676876045324,2.232982711577671,4.743083955088995,T-test,two.sided,0.006557312252964426,**
NT12127,6.670166666666667,10.249666666666666,3.5795,AUC,0,100,3,3,8.64352798807768,0.009,2.2654884240028026,3.6961978378191076,9.644135495514226,T-test,two.sided,0.014099150141643058,*
NT12127,10.198333333333332,10.249666666666666,0.051333333333333335,AUC,0,200,3,3,52.70920923516577,3.33e-4,2.0231977498275886,9.374923932475639,11.021742734191028,T-test,two.sided,0.0022730674846625767,**
NT12127,3.1821333333333333,6.761633333333333,3.5795,AUC,50,100,3,3,3.852135023612155,0.034,2.847264638817149,0.47160119331049183,5.892665473356174,T-test,two.sided,0.041766753054424295,*
NT12127,6.7103,6.761633333333333,0.051333333333333335,AUC,50,200,3,3,19.031866244300648,0.003,2.0069577166149033,5.198289401396328,8.222310598603674,T-test,two.sided,0.006557312252964426,**
NT12127,3.5281666666666665,3.5795,0.051333333333333335,AUC,100,200,3,3,4.720999519310387,0.042,2.0015465784240516,0.3150248686201515,6.741308464713181,T-test,two.sided,0.050002152852529604,ns
NT12128,5.746500000000001,12.291166666666667,6.544666666666666,AUC,0,50,3,3,6.1255616340525565,0.012,2.6693550047552295,2.5404774910955097,8.952522508904494,T-test,two.sided,0.017727515583259128,*
NT12128,9.666733333333333,12.291166666666667,2.624433333333333,AUC,0,100,3,3,10.092658912242294,0.003,2.846324788718292,6.523341132759583,12.810125533907085,T-test,two.sided,0.006557312252964426,**
NT12128,12.196933333333334,12.291166666666667,0.09423333333333334,AUC,0,200,3,3,14.070183742091535,0.005,2.003945089869222,8.47414697738451,15.919719689282156,T-test,two.sided,0.009226918798665183,**
NT12128,3.920233333333333,6.544666666666666,2.624433333333333,AUC,50,100,3,3,7.205307712566408,0.002,3.937441891397407,2.400124318574775,5.440342348091891,T-test,two.sided,0.005077276205049732,**
NT12128,6.450433333333333,6.544666666666666,0.09423333333333334,AUC,50,200,3,3,17.883858830246673,0.003,2.0228949765612856,4.915243341255136,7.985623325411531,T-test,two.sided,0.006557312252964426,**
NT12128,2.5302,2.624433333333333,0.09423333333333334,AUC,100,200,3,3,6.184000931273492,0.025,2.0177695673520906,0.7845321225988484,4.275867877401151,T-test,two.sided,0.03222610722610723,*
NT12129,3.3381,9.673533333333333,6.3354333333333335,AUC,0,50,3,3,2.7063423278116034,0.062,3.4933929419818406,-0.2915062324714336,6.967706232471434,T-test,two.sided,0.07028220020498804,ns
NT12129,3.6046666666666667,9.673533333333333,6.068866666666667,AUC,0,100,3,3,3.426366809375258,0.028,3.913265282081054,0.6580317987965838,6.55130153453675,T-test,two.sided,0.03541898589401449,*
NT12129,4.9375,9.673533333333333,4.736033333333333,AUC,0,200,3,3,6.659333101155602,0.01,2.650438377493108,2.391697571714559,7.483302428285441,T-test,two.sided,0.015354002776492364,*
NT12129,0.26656666666666684,6.3354333333333335,6.068866666666667,AUC,50,100,3,3,0.20528594206435663,0.848,3.7719655458607577,-3.4262920135030472,3.959425346836381,T-test,two.sided,0.8492798068216119,ns
NT12129,1.5994000000000002,6.3354333333333335,4.736033333333333,AUC,50,200,3,3,1.5051953760405847,0.255,2.2981450890583464,-2.448645052642626,5.6474450526426265,T-test,two.sided,0.26219088937093277,ns
NT12129,1.3328333333333333,6.068866666666667,4.736033333333333,AUC,100,200,3,3,1.5767838620406278,0.231,2.4878472966796146,-1.699358836318567,4.365025502985233,T-test,two.sided,0.23832649253731342,ns
NT12130,2.6297333333333324,11.806066666666666,9.176333333333334,AUC,0,50,3,3,2.931424778502022,0.049,3.6052686728087835,0.02770628266821083,5.231760383998454,T-test,two.sided,0.05716666666666667,ns
NT12130,3.764033333333332,11.806066666666666,8.042033333333334,AUC,0,100,3,3,3.0888644748830347,0.058,2.844444922351517,-0.23682088049352715,7.764887547160192,T-test,two.sided,0.06617744154057772,ns
NT12130,6.2592,11.806066666666666,5.546866666666666,AUC,0,200,3,3,7.214543890458006,0.003,3.7002725508529033,3.77147358334148,8.74692641665852,T-test,two.sided,0.006557312252964426,**
NT12130,1.1342999999999996,9.176333333333334,8.042033333333334,AUC,50,100,3,3,0.8571498172014363,0.446,3.4756708236230764,-2.7691453496153784,5.037745349615378,T-test,two.sided,0.4513046660567246,ns
NT12130,3.6294666666666675,9.176333333333334,5.546866666666666,AUC,50,200,3,3,3.595501766601555,0.023,3.9895853006167195,0.823906116832179,6.435027216501156,T-test,two.sided,0.03004488188976378,*
NT12130,2.495166666666668,8.042033333333334,5.546866666666666,AUC,100,200,3,3,1.9141761089548135,0.141,3.373498465848988,-1.405110227456656,6.395443560789992,T-test,two.sided,0.15028525538066173,ns
NT12131,6.391966666666668,12.600633333333334,6.208666666666667,AUC,0,50,3,3,9.999197992044943,5.8e-4,3.9755102562765265,4.612809679273333,8.171123654060002,T-test,two.sided,0.0029538292682926826,**
NT12131,9.505266666666667,12.600633333333334,3.0953666666666666,AUC,0,100,3,3,11.915350047269659,6.55e-4,3.428524960623261,7.1369274531923805,11.873605880140955,T-test,two.sided,0.0031270359712230215,**
NT12131,12.444500000000001,12.600633333333334,0.15613333333333335,AUC,0,200,3,3,27.944333907443205,7.28e-4,2.212643972821257,10.69447664271152,14.194523357288483,T-test,two.sided,0.0031934552454282966,**
NT12131,3.1133,6.208666666666667,3.0953666666666666,AUC,50,100,3,3,3.8079074432020628,0.023,3.58398766989271,0.7355229620381051,5.491077037961896,T-test,two.sided,0.03004488188976378,*
NT12131,6.052533333333334,6.208666666666667,0.15613333333333335,AUC,50,200,3,3,12.60963575528077,0.004,2.1818328319353686,4.143769251011524,7.961297415655143,T-test,two.sided,0.0079568345323741,**
NT12131,2.939233333333333,3.0953666666666666,0.15613333333333335,AUC,100,200,3,3,4.342485178576906,0.045,2.089558724163557,0.14336479628081805,5.735101870385848,T-test,two.sided,0.053116328708644606,ns
NT12132,4.062733333333334,7.5536666666666665,3.490933333333333,AUC,0,50,3,3,5.211859798584089,0.013,3.0569678099802045,1.607911736466444,6.517554930200224,T-test,two.sided,0.018852272727272728,*
NT12132,7.495866666666666,7.5536666666666665,0.057800000000000004,AUC,0,100,3,3,20.394137465797428,0.002,2.000527804627877,5.914826117888105,9.076907215445228,T-test,two.sided,0.005077276205049732,**
NT12132,7.5344,7.5536666666666665,0.019266666666666668,AUC,0,200,3,3,20.47475703715337,0.002,2.0099974609022775,5.958611888226039,9.110188111773962,T-test,two.sided,0.005077276205049732,**
NT12132,3.433133333333333,3.490933333333333,0.057800000000000004,AUC,50,100,3,3,4.994001918239039,0.038,2.000150862523535,0.475482712388077,6.39078395427859,T-test,two.sided,0.045882096069869,*
NT12132,3.4716666666666662,3.490933333333333,0.019266666666666668,AUC,50,200,3,3,5.048346658123401,0.037,2.002857592997448,0.5168435296772436,6.426489803656089,T-test,two.sided,0.04490343818580834,*
NT12132,0.038533333333333336,0.057800000000000004,0.019266666666666668,AUC,100,200,3,3,2.0439058949719615,0.165,2.210587215371734,-0.03561048447249243,0.1126771511391591,T-test,two.sided,0.17413167938931298,ns
NT12133,5.1279,12.0594,6.9315,AUC,0,50,3,3,6.557702096417714,0.004,3.6377920534225465,2.8688449227420407,7.38695507725796,T-test,two.sided,0.0079568345323741,**
NT12133,8.759133333333333,12.0594,3.300266666666667,AUC,0,100,3,3,7.920260223123886,0.002,3.5805109060539086,5.541408998976892,11.976857667689774,T-test,two.sided,0.005077276205049732,**
NT12133,12.0541,12.0594,0.0053,AUC,0,200,3,3,19.006328996464063,0.003,2.00020221689167,9.325557214115014,14.782642785884988,T-test,two.sided,0.006557312252964426,**
NT12133,3.631233333333333,6.9315,3.300266666666667,AUC,50,100,3,3,3.577784000225629,0.038,2.9575167136039933,0.37483654246776543,6.8876301241989,T-test,two.sided,0.045882096069869,*
NT12133,6.9262,6.9315,0.0053,AUC,50,200,3,3,15.140085410429798,0.004,2.0003886667230715,4.958213393048124,8.894186606951877,T-test,two.sided,0.0079568345323741,**
NT12133,3.294966666666667,3.300266666666667,0.0053,AUC,100,200,3,3,3.6367763413633054,0.068,2.000099085582012,-0.6031076081021918,7.193040941435525,T-test,two.sided,0.07627586206896551,ns
NT12134,2.870866666666667,8.5226,5.6517333333333335,AUC,0,50,3,3,1.5076924877440965,0.219,3.35042571692379,-2.8457293409219857,8.58746267425532,T-test,two.sided,0.22665065502183407,ns
NT12134,6.727333333333334,8.5226,1.7952666666666668,AUC,0,100,3,3,2.8357584687392716,0.047,3.9793256988702077,0.12719263000411293,13.327474036662556,T-test,two.sided,0.055124072110286325,ns
NT12134,8.485933333333334,8.5226,0.03666666666666667,AUC,0,200,3,3,5.251189216679283,0.034,2.0005123012228063,1.5345430903716508,15.437323576295015,T-test,two.sided,0.041766753054424295,*
NT12134,3.856466666666667,5.6517333333333335,1.7952666666666668,AUC,50,100,3,3,1.9207025483497397,0.145,3.20861290317946,-2.3046652299833794,10.017598563316714,T-test,two.sided,0.154300833867864,ns
NT12134,5.615066666666666,5.6517333333333335,0.03666666666666667,AUC,50,200,3,3,5.573482446565813,0.031,2.0013183787329467,1.2830467760920339,9.947086557241299,T-test,two.sided,0.03868296352012034,*
NT12134,1.7586000000000002,1.7952666666666668,0.03666666666666667,AUC,100,200,3,3,1.0124435731852328,0.418,2.0004434139274614,-5.713458953086433,9.230658953086433,T-test,two.sided,0.42387652811735943,ns
NT12135,5.426799999999999,12.414133333333332,6.987333333333333,AUC,0,50,3,3,6.116148068250064,0.011,2.737871744731809,2.4437670732129395,8.409832926787061,T-test,two.sided,0.016559891107078038,*
NT12135,10.424733333333332,12.414133333333332,1.9894,AUC,0,100,3,3,12.501364477704184,0.004,2.207986199453195,7.14199183381355,13.707474832853114,T-test,two.sided,0.0079568345323741,**
NT12135,12.224566666666666,12.414133333333332,0.18956666666666666,AUC,0,200,3,3,14.993486259726884,0.004,2.0232700984779166,8.754887576462602,15.694245756870732,T-test,two.sided,0.0079568345323741,**
NT12135,4.997933333333333,6.987333333333333,1.9894,AUC,50,100,3,3,12.462444333553066,0.001,3.015200644579299,3.725278680647929,6.270587986018738,T-test,two.sided,0.0031934552454282966,**
NT12135,6.797766666666666,6.987333333333333,0.18956666666666666,AUC,50,200,3,3,18.837732805062064,0.002,2.1215891473624224,5.32734592324524,8.26818741008809,T-test,two.sided,0.005077276205049732,**
NT12135,1.7998333333333334,1.9894,0.18956666666666666,AUC,100,200,3,3,9.196304000572335,0.006,2.4408445513675825,1.0879466758248701,2.511719990841797,T-test,two.sided,0.010406691061160482,*
NT12136,1.2799666666666667,8.93,7.650033333333333,AUC,0,50,3,3,1.0446280905578469,0.381,2.681180131768147,-2.895336239734596,5.455269573067929,T-test,two.sided,0.38813570770647837,ns
NT12136,4.810866666666667,8.93,4.119133333333333,AUC,0,100,3,3,3.2432151737662696,0.033,3.8991378657658355,0.6500318044404065,8.971701528892927,T-test,two.sided,0.04077988826815642,*
NT12136,8.874033333333333,8.93,0.055966666666666665,AUC,0,200,3,3,7.85112805650379,0.016,2.0013125492797132,4.01385316838667,13.734213498279997,T-test,two.sided,0.022249790444258174,*
NT12136,3.5309,7.650033333333333,4.119133333333333,AUC,50,100,3,3,3.2962710140658245,0.048,2.9172402874661563,0.06655755854032787,6.995242441459672,T-test,two.sided,0.05621743734557007,ns
NT12136,7.5940666666666665,7.650033333333333,0.055966666666666665,AUC,50,200,3,3,16.0235860712183,0.004,2.007477068053044,5.562169196036646,9.625964137296686,T-test,two.sided,0.0079568345323741,**
NT12136,4.063166666666667,4.119133333333333,0.055966666666666665,AUC,100,200,3,3,4.227754657017138,0.052,2.001815676400959,-0.06839013540997499,8.194723468743309,T-test,two.sided,0.0601799790722009,ns
NT12137,3.4131,10.887466666666667,7.474366666666667,AUC,0,50,3,3,2.2975768876232197,0.097,3.324437714835747,-1.063904454614246,7.890104454614246,T-test,two.sided,0.10580078895463511,ns
NT12137,7.707533333333334,10.887466666666667,3.179933333333333,AUC,0,100,3,3,5.938411969964682,0.021,2.208805652167954,2.599676988677156,12.815389677989511,T-test,two.sided,0.027848920863309354,*
NT12137,8.324433333333333,10.887466666666667,2.5630333333333333,AUC,0,200,3,3,6.248537620808499,0.015,2.429784312560758,3.4622838928202717,13.186582773846396,T-test,two.sided,0.02116971501488728,*
NT12137,4.294433333333334,7.474366666666667,3.179933333333333,AUC,50,100,3,3,5.170699273107375,0.021,2.5427138353760173,1.3609462288619107,7.227920437804758,T-test,two.sided,0.027848920863309354,*
NT12137,4.911333333333333,7.474366666666667,2.5630333333333333,AUC,50,200,3,3,5.560909097847511,0.011,3.0612099082435487,2.1321600953544064,7.69050657131226,T-test,two.sided,0.016559891107078038,*
NT12137,0.6168999999999998,3.179933333333333,2.5630333333333333,AUC,100,200,3,3,1.214938213877273,0.299,3.5634688061414637,-0.8636670603977159,2.0974670603977152,T-test,two.sided,0.3057263482280431,ns
NT12138,1.3037333333333319,8.897499999999999,7.593766666666667,AUC,0,50,3,3,0.6858978108809101,0.56,2.125515104665043,-6.428808677188542,9.036275343855205,T-test,two.sided,0.5637378640776699,ns
NT12138,6.196266666666666,8.897499999999999,2.701233333333333,AUC,0,100,3,3,6.880297258184893,0.01,2.612705770526436,3.0742144159881737,9.31831891734516,T-test,two.sided,0.015354002776492364,*
NT12138,8.824266666666666,8.897499999999999,0.07323333333333333,AUC,0,200,3,3,26.414652183718598,0.001,2.0572751048008433,7.424566877782182,10.223966455551151,T-test,two.sided,0.0031934552454282966,**
NT12138,4.8925333333333345,7.593766666666667,2.701233333333333,AUC,50,100,3,3,2.38619869039729,0.104,2.7696786214077083,-1.9505568059765683,11.735623472643239,T-test,two.sided,0.11306422018348623,ns
NT12138,7.520533333333334,7.593766666666667,0.07323333333333333,AUC,50,200,3,3,4.017327528400459,0.057,2.0017993644124377,-0.5272014326932865,15.568268099359956,T-test,two.sided,0.0651484671029969,ns
NT12138,2.6279999999999997,2.701233333333333,0.07323333333333333,AUC,100,200,3,3,3.135249754746622,0.088,2.0089911070844138,-0.9631061997007273,6.219106199700726,T-test,two.sided,0.09661945731303771,ns
NT12139,4.2344,10.5687,6.3343,AUC,0,50,3,3,3.960347410139742,0.026,3.169895466712281,0.9326115827656695,7.536188417234331,T-test,two.sided,0.03330810810810811,*
NT12139,7.381033333333333,10.5687,3.187666666666667,AUC,0,100,3,3,7.437916346906656,0.009,2.5478927242331473,3.880970632711565,10.8810960339551,T-test,two.sided,0.014099150141643058,*
NT12139,10.045399999999999,10.5687,0.5233,AUC,0,200,3,3,10.601608875808466,0.007,2.1558860417562076,6.238348766184836,13.852451233815161,T-test,two.sided,0.011589820359281437,*
NT12139,3.146633333333333,6.3343,3.187666666666667,AUC,50,100,3,3,4.976782290608125,0.011,3.457054134103003,1.2769266410669053,5.016340025599761,T-test,two.sided,0.016559891107078038,*
NT12139,5.811,6.3343,0.5233,AUC,50,200,3,3,10.389775808965066,0.004,2.47642049870763,3.7980101280862755,7.823989871913724,T-test,two.sided,0.0079568345323741,**
NT12139,2.664366666666667,3.187666666666667,0.5233,AUC,100,200,3,3,6.780796886054103,0.006,3.036997306921483,1.422467505658861,3.906265827674473,T-test,two.sided,0.010406691061160482,*
NT12140,3.878333333333334,11.255,7.376666666666667,AUC,0,50,3,3,11.01903559705424,7.88e-4,3.4835942158902498,2.841247518100553,4.915419148566115,T-test,two.sided,0.0031934552454282966,**
NT12140,6.699166666666668,11.255,4.555833333333333,AUC,0,100,3,3,22.052329684700094,9.96e-4,2.301198607167273,5.543087996482987,7.8552453368503485,T-test,two.sided,0.0031934552454282966,**
NT12140,7.546266666666668,11.255,3.708733333333333,AUC,0,200,3,3,16.296340604110462,1.08e-4,3.8463843747374122,6.240086248085331,8.852447085248004,T-test,two.sided,0.0013078248175182482,**
NT12140,2.8208333333333337,7.376666666666667,4.555833333333333,AUC,50,100,3,3,13.35868059808658,0.002,2.662944303120433,2.0980463865837065,3.543620280082961,T-test,two.sided,0.005077276205049732,**
NT12140,3.667933333333334,7.376666666666667,3.708733333333333,AUC,50,200,3,3,8.982778430548933,0.003,3.0889652265729657,2.38936516448579,4.946501502180878,T-test,two.sided,0.006557312252964426,**
NT12140,0.8471000000000002,4.555833333333333,3.708733333333333,AUC,100,200,3,3,2.3043388486927485,0.136,2.2015023382050867,-0.6036555129016625,2.297855512901663,T-test,two.sided,0.14528267868641342,ns
NT12141,4.0068666666666655,10.364866666666666,6.3580000000000005,AUC,0,50,3,3,6.427333792481559,0.012,2.55526896185566,1.8124998241563852,6.201233509176946,T-test,two.sided,0.017727515583259128,*
NT12141,4.796333333333332,10.364866666666666,5.568533333333334,AUC,0,100,3,3,6.06914979456081,0.004,3.9677279496607976,2.5951054249646397,6.997561241702025,T-test,two.sided,0.0079568345323741,**
NT12141,5.481366666666666,10.364866666666666,4.8835,AUC,0,200,3,3,9.163838721732668,0.009,2.2033386612826784,3.1224553462851325,7.8402779870482,T-test,two.sided,0.014099150141643058,*
NT12141,0.7894666666666668,6.3580000000000005,5.568533333333334,AUC,50,100,3,3,1.3694899192505108,0.275,2.6597013971131838,-1.1853216810168021,2.7642550143501357,T-test,two.sided,0.28196847960445,ns
NT12141,1.4745000000000008,6.3580000000000005,4.8835,AUC,50,200,3,3,5.758860016112849,0.008,3.2746042231116514,0.6969905086630174,2.252009491336984,T-test,two.sided,0.012885436893203882,*
NT12141,0.685033333333334,5.568533333333334,4.8835,AUC,100,200,3,3,1.2476616469731547,0.327,2.2433763818124,-1.4479795860374731,2.8180462527041414,T-test,two.sided,0.33373915718240543,ns
NT12142,1.5450000000000017,10.1796,8.634599999999999,AUC,0,50,3,3,0.7212710344335559,0.511,3.939080383815692,-4.438739844658025,7.528739844658028,T-test,two.sided,0.5155056248099726,ns
NT12142,2.9263000000000012,10.1796,7.253299999999999,AUC,0,100,3,3,1.1302173839173546,0.325,3.79832751189894,-4.4153855689181345,10.267985568918137,T-test,two.sided,0.3320043103448276,ns
NT12142,4.835366666666667,10.1796,5.344233333333333,AUC,0,200,3,3,2.733146380962129,0.077,2.816358362479434,-1.008378351578933,10.679111684912268,T-test,two.sided,0.08538970588235294,ns
NT12142,1.3812999999999995,8.634599999999999,7.253299999999999,AUC,50,100,3,3,0.5577619517013289,0.61,3.5747595987257634,-5.829484159033678,8.592084159033679,T-test,two.sided,0.6127702089009991,ns
NT12142,3.2903666666666656,8.634599999999999,5.344233333333333,AUC,50,200,3,3,2.0567578664204977,0.131,3.019437587932845,-1.7823662404927663,8.363099573826096,T-test,two.sided,0.14025750242013554,ns
NT12142,1.909066666666666,7.253299999999999,5.344233333333333,AUC,100,200,3,3,0.8829752867573616,0.453,2.524502593585318,-5.76623071795774,9.584364051291072,T-test,two.sided,0.458108503505029,ns
NT12143,2.213066666666668,12.692,10.478933333333332,AUC,0,50,3,3,3.1950948582728667,0.04,3.4758004465133374,0.17001174002525016,4.256121593308086,T-test,two.sided,0.04787878787878788,*
NT12143,2.769733333333333,12.692,9.922266666666667,AUC,0,100,3,3,3.772450607843711,0.022,3.789583739360227,0.6858437228690812,4.853622943797585,T-test,two.sided,0.02890930693069307,*
